0.000000,-0.172434,-0.049953,11.760716,0.761557,-0.080978,0.745421
0.000000,0.018460,-0.204779,-0.230979,0.663666,1.779862,1.114120
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,0.470205,0.476456,0.310000,-0.859553,-0.377866,-0.945723
0.000000,0.041666,-0.222474,0.715734,0.441724,0.253411,1.178109
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,0.646193,0.268546,-0.276061,1.530340,-0.377866,1.351795
0.000000,1.138420,5.059308,-0.366224,-0.859553,-0.377866,-0.945723
0.000000,-0.084694,-0.377300,0.039510,0.394888,0.481518,0.995283
0.000000,-0.369257,-0.448077,-0.276061,-0.859553,-0.377866,-0.945723
0.000000,-0.229516,-0.448077,1.031305,0.813879,0.134057,1.178109
0.000000,-0.073515,-0.448077,-0.366224,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,0.082656,-0.018988,0.219837,0.371681,0.849063,1.254287
0.000000,0.000506,0.051790,-0.276061,0.007121,-0.377866,1.114120
0.000000,-0.425492,-0.421536,0.670652,1.011348,0.669752,0.852069
0.000000,0.005248,0.069484,0.084592,-0.859553,-0.377866,-0.945723
0.000000,0.331649,1.241739,-0.276061,-0.859553,-0.377866,-0.945723
0.000000,5.457855,-0.421536,-0.546550,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
1.000000,1.391987,0.157956,-0.546550,2.109669,7.376575,1.293900
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.197672,-0.072071,1.437039,1.235401,0.421989,1.156780
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,-0.242389,-0.443654,0.174755,-0.859553,-0.377866,-0.945723
0.000000,0.138383,0.560504,-0.005571,-0.859553,-0.377866,-0.945723
0.000000,-0.398899,-0.434807,0.580489,0.469994,0.555139,1.351795
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
0.000000,0.064024,-0.364029,-0.321142,-0.859553,-0.377866,-0.945723
0.000000,-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723
